time dragvol liftvol dragbnd liftbnd div kin_energy mom0 mom1 angmom
0.005 0.022591561071937154 3.160603204978501e-05 0.022589599380708574 3.5452682492544154e-05 0.005737601480593788 9943.160333328085 19799.99999999992 7.763720222264681e-13 593999.9870271904
0.01 0.023053885428787675 3.1774139286875725e-05 0.023053686936986725 3.528481286459324e-05 0.005911957776820036 9943.160347150924 19799.9999999999 -3.548663099484095e-13 593999.9837241931
0.015 0.02374830762522701 3.2186826170574254e-05 0.023747252069541414 3.5444259837979564e-05 0.0061139679180839375 9943.160363285482 19799.999999999916 -1.4062167229267342e-12 593999.9804227961
0.02 0.024211597590624852 3.270459505879641e-05 0.02421235164510163 3.5717407760307924e-05 0.006351022106924047 9943.160381732587 19799.999999999916 -1.954708964135854e-12 593999.9771230425
0.025 0.024675022280278562 3.335988743590572e-05 0.024677681350397444 3.6179067332319327e-05 0.006624932141950979 9943.160402492442 19799.999999999916 -1.752164385804278e-12 593999.9738249726
0.03 0.025138555675099 3.409090012258802e-05 0.025143193008294217 3.67597598726548e-05 0.006931755910760574 9943.160425564894 19799.999999999876 -1.5262374697400105e-12 593999.970528635
0.035 0.025602188738397973 3.4854381705812806e-05 0.025608859468317882 3.741011937206646e-05 0.007266779503637769 9943.160450949927 19799.99999999989 -1.3504436284506038e-12 593999.9672340731
0.04 0.026065919001482474 3.5626171458395964e-05 0.026074662482223867 3.809911484492037e-05 0.00762613959843025 9943.160478647296 19800.000000000015 -8.933999373628154e-13 593999.9639413385
0.045 0.02652974843754877 3.639292117556809e-05 0.02654059061020429 3.8806641580585006e-05 0.00800665314268166 9943.160508656883 19799.999999999927 -4.741242121131251e-13 593999.9606504797
0.05 0.02699368212766642 3.714592577917914e-05 0.0270066379990359 3.9518278593073405e-05 0.008405469703568588 9943.16054097879 19799.99999999987 -3.736837228540679e-13 593999.9573615507
0.055 0.027457726517609585 3.787874553858071e-05 0.027472802406906333 4.0223113003641666e-05 0.008819973049763709 9943.160575612932 19799.999999999865 -1.3027339623716827e-13 593999.9540745987
0.06 0.02792188802130336 3.858677483011244e-05 0.027939083393105142 4.091308053201586e-05 0.00924781415099774 9943.160612559448 19799.999999999905 2.1930374183298795e-14 593999.9507896805
0.065 0.028386172313604165 3.9267153736322814e-05 0.02840548121897257 4.1582591939345165e-05 0.009686940391974631 9943.160651818549 19799.9999999999 8.346795477010005e-14 593999.9475068458
0.07 0.028850584142121882 3.991847166197773e-05 0.028871996364828286 4.222804442181864e-05 0.010135585730055801 9943.16069339033 19799.99999999994 2.4684421173759574e-13 593999.9442261468
