time dragvol liftvol dragbnd liftbnd div kin_energy mom0 mom1 angmom
0.01 0.012739236343169553 1.0721345766749587e-05 0.012740880184040087 1.2141665592067973e-05 0.0013778850777633753 9943.160185761977 19799.999999999938 1.4967020678380294e-13 593999.9961508998
0.02 0.01366186032850503 1.0531317993568162e-05 0.013663405311439664 1.2013011625128503e-05 0.0016460949910255328 9943.160220902717 19799.999999999916 1.2983537855948413e-13 593999.9930917254
0.03 0.01504601265735135 1.153852691307688e-05 0.015041826942587641 1.2844405472758799e-05 0.0017416280035680808 9943.160265234888 19799.9999999999 7.354880593446467e-14 593999.9900314019
0.04 0.015968880510738484 1.2303360634462875e-05 0.015964116936164913 1.3673639945264064e-05 0.0017867635955808837 9943.160318757056 19799.999999999945 3.614469834545275e-14 593999.9869702832
0.05 0.01689185694825212 1.3012973542592393e-05 0.01688647137381349 1.450271587682225e-05 0.0018181108843060578 9943.160381468144 19799.999999999905 1.3494760864318778e-13 593999.9839087285
0.06 0.01781503075149448 1.3668033667043788e-05 0.017809022089949566 1.5287517155817445e-05 0.0018471260588407451 9943.16045336809 19799.99999999989 3.748390486890685e-14 593999.9808471208
0.07 0.01873848294129734 1.425325835250952e-05 0.018731870593607983 1.5991904544325042e-05 0.0018809086537822186 9943.160534457831 19800.000000000004 1.555665318786481e-13 593999.9777858296
0.08 0.019662261459659425 1.4753948717378467e-05 0.01965507124468843 1.6592781098203383e-05 0.0019246732704129002 9943.160624739106 19799.999999999905 1.413938410799176e-13 593999.9747252302
0.09 0.02058638631076339 1.5167622171753359e-05 0.020578646476483633 1.7084315178388347e-05 0.0019806831522051027 9943.160724214213 19799.999999999935 1.4920096408355121e-13 593999.9716656961
0.1 0.021510863699945475 1.5500793165024515e-05 0.021502604492362475 1.747202382759226e-05 0.0020487903842157373 9943.160832885638 19799.99999999994 5.950448467295644e-14 593999.9686076046
0.11 0.022435695018125895 1.5762792585190705e-05 0.022426948238858966 1.7765821485562724e-05 0.0021276164507769194 9943.160950756088 19799.99999999994 1.6439627437137005e-13 593999.9655513216
0.12 0.02336087930650741 1.5962770255473472e-05 0.02335167744266685 1.797656101589885e-05 0.002215394671480552 9943.161077828185 19799.99999999992 8.325631850603088e-14 593999.9624972251
0.13 0.024286413015833033 1.6109216920000497e-05 0.024276788396805183 1.8115088165664983e-05 0.0023103802282166256 9943.16121410466 19799.999999999865 7.215061881282736e-14 593999.9594456791
0.14 0.025212289828805284 1.621008883644003e-05 0.025202274039873403 1.8191978572902854e-05 0.0024110095082203746 9943.161359588274 19799.999999999938 1.6291828996983782e-13 593999.9563970573
0.15 0.026138501117526535 1.6272765513516786e-05 0.02612812464326679 1.8217237229399335e-05 0.002515947754352051 9943.161514281599 19799.999999999945 1.2747095046172774e-13 593999.9533517266
0.16 0.027065036625708434 1.630390340659677e-05 0.027054328637622492 1.8200002352232435e-05 0.002624088278787578 9943.161678187216 19799.999999999964 1.0278236595162582e-13 593999.9503100528
0.17 0.027991885012368767 1.630934572133598e-05 0.027980873244753634 1.8148377551745123e-05 0.0027345300565471777 9943.1618513076 19799.999999999945 1.546401895424765e-13 593999.9472724022
0.18 0.02891903419186569 1.6294130255722512e-05 0.02890774487783285 1.8069406858938812e-05 0.002846547409741008 9943.162033645167 19799.999999999898 1.480794653563322e-13 593999.9442391412
0.19 0.029846471542975078 1.6262546590129055e-05 0.02983492939372979 1.7969126116920923e-05 0.0029595592718890925 9943.162225202197 19799.999999999945 9.927995925362865e-14 593999.9412106347
0.2 0.030774184061015408 1.6218212720339285e-05 0.030762412275909416 1.785264926799364e-05 0.003073101546845662 9943.162425980765 19799.999999999894 1.5207279879803082e-13 593999.9381872464
