time dragvol liftvol dragbnd liftbnd div kin_energy mom0 mom1 angmom
0.01 0.012654935834314278 1.5511811714421563e-05 0.012651778362132165 1.8887932664218714e-05 0.005927304758179293 9943.160346890876 19799.99999999997 1.967502549771183e-12 593999.9855987439
0.02 0.013573957084889668 1.5625986866744414e-05 0.013568090776612135 1.8648233317976876e-05 0.006308364663987751 9943.160381134447 19799.999999999898 -5.940690647743274e-14 593999.9808645471
0.03 0.014954078051194041 1.595666343760412e-05 0.01493985018927999 1.874273250189598e-05 0.0066436673284708085 9943.160424550557 19799.999999999884 -2.4265520148780695e-12 593999.9761293754
0.04 0.015874993268245475 1.6418849988620047e-05 0.015857679774577072 1.897096276344255e-05 0.006980800890978958 9943.160477142945 19799.999999999924 -3.656130953544334e-12 593999.9713934598
0.05 0.016796401621288128 1.7018724075332548e-05 0.016776088818554965 1.9384906516274148e-05 0.0073418577938782915 9943.160538914224 19799.999999999927 -3.889433913828455e-12 593999.9666570261
0.06 0.01771826375593078 1.7695090557672695e-05 0.017695039082878117 1.9916179788023757e-05 0.00772695860608741 9943.160609866465 19799.999999999905 -3.4746454845302477e-12 593999.9619203099
0.07 0.018640555195979104 1.8405029358145944e-05 0.01861450653025313 2.0516301719281363e-05 0.008132309857780191 9943.160690001481 19799.999999999898 -3.025468764406014e-12 593999.9571835455
0.08 0.019563256959518854 1.9124547593754543e-05 0.019534471561013723 2.115487499546259e-05 0.008555693284374364 9943.160779321199 19799.99999999991 -2.4551263799743595e-12 593999.9524469753
0.09 0.020486354153478777 1.9840422858047805e-05 0.020454917807306995 2.181226636332975e-05 0.008995842792983414 9943.160877827428 19799.99999999996 -1.944389094177268e-12 593999.947710836
0.1 0.021409835076523342 2.054407847564204e-05 0.02137583155124438 2.24744286639417e-05 0.009451340216147209 9943.160985522041 19799.999999999913 -1.6038836925247324e-12 593999.9429753739
0.11 0.022333689706075254 2.1229199265317113e-05 0.02229720043286293 2.3130746735497005e-05 0.009920406870044526 9943.161102407017 19799.999999999975 -1.2949571970288787e-12 593999.938240836
0.12 0.02325790837994648 2.189128583719037e-05 0.023219012247584297 2.3773384559764032e-05 0.010401149727228576 9943.161228484152 19799.99999999992 -1.0375077533208987e-12 593999.9335074645
0.13 0.024182481106192404 2.2527555214774316e-05 0.02414125432064035 2.4396914679652032e-05 0.010891792302653996 9943.161363755435 19799.999999999916 -7.753971076329691e-13 593999.9287754993
0.14 0.025107397368498978 2.313664816219191e-05 0.025063913364707688 2.499784305810848e-05 0.011390766238076255 9943.161508222644 19799.999999999956 -6.656099282853489e-13 593999.9240451948
0.15 0.02603264613984785 2.3718217372917516e-05 0.02598697554395657 2.5574097743939315e-05 0.011896712435717018 9943.161661887649 19799.999999999956 -4.661548924644876e-13 593999.9193167916
0.16 0.0269582159489078 2.4272558761600585e-05 0.0269104265853116 2.612459802092989e-05 0.012408453859315634 9943.16182475222 19799.99999999992 -5.818574788651887e-13 593999.9145905335
0.17 0.0278840949475225 2.4800356333727715e-05 0.02783425188116223 2.664894617845405e-05 0.012924968893669533 9943.161996817988 19799.9999999999 -6.535431917864543e-13 593999.9098666713
0.18 0.02881027098317357 2.5302524461282294e-05 0.02875843658691487 2.714721899553515e-05 0.013445370558597385 9943.162178086652 19799.999999999913 -5.644477940602854e-13 593999.9051454461
0.19 0.029736731675488962 2.5780109844310558e-05 0.029682965714421125 2.7619823633412484e-05 0.013968889480798191 9943.162368559659 19799.999999999945 -7.747058203277923e-13 593999.9004271041
0.2 0.03066346449265938 2.6234224904242206e-05 0.030607824219410926 2.8067392193904852e-05 0.014494858751500085 9943.162568238478 19799.99999999992 -6.86693757412371e-13 593999.8957118917
0.21 0.03159045682026153 2.6666001237654705e-05 0.0315329970770906 2.849070380614294e-05 0.015022700184691257 9943.16277712443 19799.999999999975 -8.047937316568721e-13 593999.8910000505
0.22 0.032517696017671495 2.7076555489497312e-05 0.032458469342133076 2.88906254106949e-05 0.01555191208054583 9943.162995218849 19799.999999999938 -8.98742885668824e-13 593999.8862918292
0.23 0.03344516946444604 2.746696958882727e-05 0.03338422619613332 2.926807176270477e-05 0.016082058572995005 9943.163222522791 19800.000000000007 -1.0147789726577816e-12 593999.8815874696
0.24 0.03437286459310204 2.7838276293438053e-05 0.034310252979569564 2.9623974530708485e-05 0.016612760476100535 9943.16345903734 19799.999999999935 -1.0806971637022933e-12 593999.8768872151
0.25 0.035300768917618575 2.8191453547343272e-05 0.03523653521805157 2.995926322740636e-05 0.017143687451908564 9943.163704763447 19799.99999999999 -1.2705184126993174e-12 593999.8721913089
0.26 0.03622887004981822 2.8527422270246334e-05 0.036163058635488535 3.0274852052063404e-05 0.01767455131058842 9943.163959701882 19799.999999999996 -1.2440846963723828e-12 593999.8674999982
0.27 0.037157155715120266 2.8847045523096784e-05 0.03708980916594065 3.057163016440518e-05 0.018205100276036272 9943.1642238535 19799.99999999994 -1.3731585313259131e-12 593999.8628135241
0.28 0.03808561375839246 2.9151131851240916e-05 0.038016772955190486 3.0850457789571385e-05 0.01873511407627901 9943.164497218839 19800.00000000002 -1.4344797051590863e-12 593999.85813213
0.29 0.03901423215026367 2.9440436598492747e-05 0.038943936362533 3.111216166729481e-05 0.019264399738962792 9943.164779798431 19799.999999999964 -1.4928878445952254e-12 593999.8534560578
0.3 0.039942998988061765 2.971566602819261e-05 0.03987128595712471 3.1357534392193194e-05 0.019792787988778978 9943.165071592759 19800.000000000004 -1.650291014954064e-12 593999.8487855517
0.31 0.040871902496142254 2.9977480509684394e-05 0.04079880851373979 3.158733371301214e-05 0.020320130157818583 9943.165372602049 19799.999999999967 -1.6842222061441703e-12 593999.8441208499
0.32 0.04180093102316303 3.0226498174132187e-05 0.041726491005576155 3.1802283026086764e-05 0.020846295532554942 9943.165682826611 19799.999999999985 -1.7155582510142153e-12 593999.8394621987
0.33 0.04273007303983394 3.0463297743470652e-05 0.04265432059767887 3.200307163183829e-05 0.02137116907244577 9943.166002266455 19799.999999999975 -1.658066045573392e-12 593999.8348098365
0.34 0.04365931713485176 3.068842207949819e-05 0.04358228463873791 3.219035619181563e-05 0.021894649444993537 9943.16633092162 19799.999999999993 -1.7703954621750562e-12 593999.8301640049
0.35000000000000003 0.04458865201033124 3.090238089093257e-05 0.044510370652587325 3.236476174182825e-05 0.02241664733053402 9943.166668792053 19799.999999999985 -1.821952311242825e-12 593999.8255249412
0.36 0.04551806647834146 3.110565295583733e-05 0.04543856633101636 3.2526882547804924e-05 0.022937083957168473 9943.16701587745 19799.999999999978 -1.8075541063922174e-12 593999.8208928906
0.37 0.046447549455242584 3.129868863661745e-05 0.046366859524613266 3.2677283518107184e-05 0.023455889832305718 9943.167372177611 19800.000000000004 -1.970097262410375e-12 593999.8162680906
0.38 0.04737708988955951 3.148191075561117e-05 0.04729523810407888 3.281650045772751e-05 0.02397300354945498 9943.167737692096 19800.000000000007 -1.964419078792634e-12 593999.8116507817
0.39 0.048306677025904896 3.165572287419743e-05 0.04822369046949529 3.294504557410395e-05 0.02448837104324544 9943.16811242036 19799.999999999978 -1.90265858623917e-12 593999.8070411998
0.4 0.04923630000360364 3.182049802855696e-05 0.04915220478001785 3.306340035061797e-05 0.025001944648733797 9943.168496361892 19800.00000000003 -1.972211456646722e-12 593999.802439585
0.41000000000000003 0.050165948114253844 3.197659129891145e-05 0.05008076944865964 3.31720236337329e-05 0.02551368234943702 9943.168889515897 19800.00000000004 -1.977586931017905e-12 593999.797846174
0.42 0.05109561073299945 3.212433679827463e-05 0.051009373012226106 3.327134942654772e-05 0.026023547145697976 9943.169291881599 19799.999999999985 -2.045266733752271e-12 593999.7932612058
0.43 0.052025277314636235 3.226405027274047e-05 0.051938004124971356 3.3361789318276526e-05 0.02653150650596087 9943.169703458105 19799.99999999997 -1.9666906991844257e-12 593999.7886849155
0.44 0.05295493738998046 3.239602885933978e-05 0.052866651552766084 3.344373212837403e-05 0.027037531883564545 9943.170124244432 19800.00000000002 -2.102956697669356e-12 593999.7841175408
0.45 0.05388458056353034 3.252055297975422e-05 0.0537953041687525 3.3517545712654404e-05 0.02754159828998567 9943.170554239428 19800.00000000002 -2.1447392473117333e-12 593999.779559316
0.46 0.0548141965094527 3.2637886480984986e-05 0.05472395094747497 3.358357706162939e-05 0.028043683918034065 9943.170993441936 19800.0 -1.990539677532155e-12 593999.7750104741
0.47000000000000003 0.055743774968942644 3.2748278044568745e-05 0.05565258096050181 3.3642153704038566e-05 0.02854376980918561 9943.171441850669 19800.000000000004 -2.067186699594714e-12 593999.7704712522
0.48 0.05667330574795464 3.285196154215354e-05 0.056581183372528196 3.369358409682714e-05 0.029041839559683317 9943.171899464216 19800.00000000002 -2.163230965884777e-12 593999.765941885
0.49 0.05760277871450688 3.294915733602471e-05 0.05750974743716271 3.3738158983135516e-05 0.029537879060525008 9943.172366281096 19799.999999999993 -2.1769643379632164e-12 593999.7614226023
0.5 0.05853218379598138 3.3040072015324275e-05 0.0584382624928137 3.3776151217776e-05 0.03003187626705312 9943.172842299766 19800.000000000044 -2.1625201629404955e-12 593999.756913643
0.51 0.05946151097744279 3.312490049745769e-05 0.05936671795967991 3.380781796383206e-05 0.030523820994431825 9943.17332751849 19799.999999999996 -2.230181317397495e-12 593999.7524152325
0.52 0.06039075029967021 3.320382535568213e-05 0.06029510333654705 3.383340014211781e-05 0.031013704735804313 9943.173821935477 19799.999999999953 -2.1348409151578096e-12 593999.7479276032
0.53 0.06131989185634236 3.327701787842659e-05 0.06122340819681822 3.385312361678637e-05 0.031501520500367135 9943.174325548935 19799.999999999975 -2.293755463345093e-12 593999.743450988
0.54 0.062248925793468766 3.334463944491202e-05 0.06215162218685548 3.3867200699698654e-05 0.031987262668958454 9943.174838356854 19800.00000000002 -2.15739578979246e-12 593999.7389856136
0.55 0.06317784230645106 3.3406840289909585e-05 0.06307973502203115 3.3875829066930576e-05 0.032470926865085195 9943.175360357174 19800.0 -2.2491487838838253e-12 593999.7345317126
0.56 0.06410663163976024 3.346376263657714e-05 0.06400773648544393 3.387919502147481e-05 0.032952509839572326 9943.175891547811 19800.000000000007 -2.1602008376531145e-12 593999.7300895122
0.5700000000000001 0.06503528408399238 3.3515538442884606e-05 0.06493561642408696 3.387747140148964e-05 0.03343200936724734 9943.17643192643 19800.000000000004 -2.2448848335798743e-12 593999.7256592399
0.58 0.06596378997548102 3.3562292400924845e-05 0.06586336474761258 3.3870820713804025e-05 0.03390942415427756 9943.176981490753 19800.00000000004 -2.182462977701194e-12 593999.7212411173
0.59 0.06689213969489376 3.3604140500632056e-05 0.06679097142613605 3.3859393853952526e-05 0.03438475375494893 9943.1775402383 19799.999999999996 -2.2610455174820743e-12 593999.7168353823
0.6 0.06782032366466029 3.3641192068686976e-05 0.06771842648692533 3.38433322809551e-05 0.03485799849681985 9943.178108166552 19799.99999999997 -2.255293174435735e-12 593999.7124422475
0.61 0.06874833234942478 3.3673549245272785e-05 0.06864572001413993 3.38227676438038e-05 0.035329159413316956 9943.178685272978 19800.000000000015 -2.2083602307931827e-12 593999.7080619439
0.62 0.06967615625426052 3.370130769731039e-05 0.06957284214638625 3.3797822632142434e-05 0.03579823818295484 9943.179271554805 19800.000000000022 -2.2702274088404195e-12 593999.703694695
0.63 0.07060378592211036 3.37245573501214e-05 0.0704997830735383 3.3768611842697444e-05 0.036265237074449154 9943.179867009196 19799.99999999997 -2.202640847492887e-12 593999.6993407229
0.64 0.07153121193530759 3.37433825134887e-05 0.07142653303765313 3.3735242038188796e-05 0.03673015889709207 9943.180471633306 19799.99999999995 -2.273108784534017e-12 593999.6950002474
0.65 0.07245842491223388 3.3757862681810836e-05 0.07235308232908096 3.3697813075354494e-05 0.037193006955819036 9943.181085424128 19800.00000000005 -2.164279172545136e-12 593999.6906734906
0.66 0.07338541550777053 3.376807165703934e-05 0.07327942128637947 3.365641715520677e-05 0.03765378501047372 9943.181708378661 19800.00000000003 -2.2725640813625603e-12 593999.6863606749
0.67 0.07431217441107577 3.377408045428369e-05 0.07420554029359508 3.361114183691106e-05 0.03811249723882751 9943.18234049362 19800.00000000002 -2.3426122153225037e-12 593999.6820620181
0.68 0.07523869234592985 3.377595458978834e-05 0.07513142978012564 3.3562067453264194e-05 0.0385691482029599 9943.182981765814 19800.000000000004 -2.362190304472378e-12 593999.6777777369
0.6900000000000001 0.07616496006889426 3.3773757176594146e-05 0.07605708021843512 3.350927030353765e-05 0.0390237428186614 9943.183632191947 19800.000000000015 -2.2395037213573943e-12 593999.673508048
0.7000000000000001 0.07709096836899124 3.3767546858862885e-05 0.07698248212329968 3.3452820702803566e-05 0.03947628632753872 9943.184291768503 19800.000000000036 -2.3065924170673213e-12 593999.6692531696
0.71 0.07801670806652058 3.3757380425906985e-05 0.07790762605022197 3.3392785684766475e-05 0.039926784271559934 9943.184960491928 19800.00000000001 -2.3300614909738115e-12 593999.6650133176
0.72 0.0789421700124014 3.37433111217347e-05 0.07883250259438467 3.33292274139382e-05 0.04037524246978695 9943.185638358658 19799.999999999978 -2.3696127525452138e-12 593999.6607887066
0.73 0.07986734508726719 3.372539016470888e-05 0.07975710238937841 3.3262204792905095e-05 0.04082166699708582 9943.186325365019 19799.99999999998 -2.3311712803175677e-12 593999.6565795473
