time dragvol liftvol dragbnd liftbnd div kin_energy mom0 mom1 angmom
0.01 0.012572241524785697 -0.00040432705436379277 0.012558979922589641 -0.0003993444410253392 0.03148491452698894 9943.190890921915 19799.999999998905 -1.8169116211552705e-10 593999.5728277726
0.02 0.013501727511501159 -0.0004019362574637428 0.013483682105964175 -0.00039670225601312105 0.03188201128628878 9943.190923209733 19799.999999999167 -2.4609222645799456e-10 593999.5725701093
0.03 0.014897131310901058 -0.00039845200083228036 0.01486952221301753 -0.0003929451811379638 0.0324534948970647 9943.190964631263 19799.99999999916 -2.7429438784871106e-10 593999.5723154488
0.04 0.015828487262499396 -0.0003959628143010307 0.01579605908443055 -0.00039033352386254056 0.03318598803483903 9943.191015191116 19799.999999999058 -2.926043240439758e-10 593999.5720638002
0.05 0.016760653383274773 -0.0003934784931078428 0.016723555643637342 -0.00038777483867447206 0.03406373752252107 9943.191074894701 19799.999999999225 -3.08635540735569e-10 593999.5718151673
0.06 0.017693588630355635 -0.0003910733736225067 0.017651949700611905 -0.0003853223322176045 0.03507010210457138 9943.191143747645 19799.999999999312 -3.2238012953600403e-10 593999.5715695621
0.07 0.018627254978413343 -0.0003887453525076981 0.018581188827325488 -0.00038296379757567515 0.036189672513430665 9943.19122175522 19799.999999999203 -3.3353195899588073e-10 593999.5713270007
0.08 0.019561618137650758 -0.00038646262660830665 0.01951122820272519 -0.0003806638734696544 0.0374086607769258 9943.19130892269 19799.99999999927 -3.4217653363532996e-10 593999.5710875166
0.09 0.02049664523412285 -0.00038419779335689447 0.020442026830447397 -0.0003783932729675517 0.03871461935742139 9943.191405254918 19799.99999999929 -3.491542474183518e-10 593999.5708511269
0.1 0.021432304616077567 -0.000381935162901402 0.02137354638249848 -0.00037613436554943304 0.04009625014339152 9943.191510756615 19799.999999999374 -3.551760725806208e-10 593999.5706178434
0.11 0.022368566417406845 -0.00037966605112718145 0.02230575122434283 -0.00037387656632280856 0.04154337766257664 9943.191625432402 19799.99999999925 -3.605162592068556e-10 593999.5703876857
0.12 0.023305402626609056 -0.00037738427446226366 0.02323860826293408 -0.00037161216103881353 0.043046946390647066 9943.19174928659 19799.99999999936 -3.6522309829201127e-10 593999.5701606661
0.13 0.024242786730684796 -0.00037508474446391486 0.024172086495099374 -0.000369334945830429 0.044598971951394985 9943.191882323465 19799.999999999294 -3.694382820496056e-10 593999.5699368021
0.14 0.025180693357331814 -0.00037276361530877845 0.025106156561774062 -0.00036704024722708354 0.0461924523074885 9943.192024546941 19799.99999999926 -3.7316722281688364e-10 593999.5697161073
0.15 0.02611909807304682 -0.0003704184571292985 0.02604079045027812 -0.0003647249719051185 0.04782126429915174 9943.192175960852 19799.999999999247 -3.767285164379963e-10 593999.5694985904
0.16 0.027057977284266357 -0.0003680480644348507 0.026975961314199354 -0.00036238735152563205 0.04948006180968934 9943.19233656901 19799.99999999932 -3.798927630804805e-10 593999.5692842666
0.17 0.02799730815549931 -0.0003656521007729869 0.027911643336127882 -0.00036002656416057334 0.05116418132143289 9943.192506374815 19799.9999999993 -3.828681746642637e-10 593999.5690731504
0.18 0.028937068520890428 -0.00036323078520197145 0.02884781160386294 -0.0003576424104641739 0.052869555987869236 9943.192685381548 19799.999999999203 -3.8577865207889417e-10 593999.5688652518
0.19 0.029877236801806907 -0.00036078468550930796 0.02978444200243068 -0.0003552350977160085 0.05459263834800614 9943.19287359244 19799.999999999203 -3.8840576588317077e-10 593999.5686605818
0.2 0.030817791937950794 -0.00035831458584255625 0.030721511123292532 -0.0003528050984372121 0.05633033167408786 9943.193071010459 19799.99999999925 -3.911032123160574e-10 593999.5684591564
0.21 0.03175871333531851 -0.00035582139859152446 0.03165899619245518 -0.00035035305470086257 0.05807992970189528 9943.193277638493 19799.99999999919 -3.934881170897242e-10 593999.5682609845
0.22 0.03269998082621606 -0.00035330609959814506 0.03259687501290633 -0.00034787970753904444 0.05983906418565318 9943.193493479252 19799.99999999916 -3.9583653715924427e-10 593999.5680660802
0.23 0.033641574631792355 -0.0003507696821652542 0.03353512591202122 -0.00034538584640382845 0.061605659518261566 9943.193718535213 19799.999999999123 -3.9813295021895456e-10 593999.5678744538
0.24 0.034583475333762465 -0.00034821312525331314 0.03447372770027994 -0.0003428722735565301 0.06337789359564353 9943.193952808831 19799.999999999116 -4.0017139948944624e-10 593999.567686119
0.25 0.035525663844742636 -0.000345637375307786 0.035412659630335665 -0.0003403397825454323 0.06515416413149867 9943.19419630227 19799.99999999919 -4.0252541664426156e-10 593999.5675010768
0.26 0.03646812138400296 -0.0003430433339511944 0.036351901362853635 -0.00033778914294265935 0.06693305969411503 9943.19444901756 19799.999999999116 -4.0458110417364215e-10 593999.5673193561
0.27 0.0374108294560412 -0.00034043185315257743 0.03729143293631391 -0.00033522109289413495 0.06871333481282367 9943.19471095672 19799.999999999116 -4.067415293462773e-10 593999.567140961
0.28 0.038353769830514195 -0.00033780373312752745 0.03823123473917346 -0.0003326363347198945 0.07049388857809885 9943.194982121518 19799.999999999112 -4.088571460558743e-10 593999.5669659025
0.29 0.03929692452442543 -0.00033515972217896276 0.039171287485153215 -0.00033003553272669984 0.07227374623261439 9943.195262513487 19799.999999999087 -4.108703186434925e-10 593999.5667941885
0.3 0.0402402757862127 -0.0003325005182098069 0.040111572191184115 -0.00032741931294091246 0.07405204331870024 9943.195552134268 19799.999999999065 -4.12686988748856e-10 593999.5666258314
