time dragvol liftvol dragbnd liftbnd div kin_energy mom0 mom1 angmom
0.003 0.020285734168702087 -1.7384479264711577e-05 0.02236005675860712 3.5717291448087496e-05 0.00567029066551836 9943.160330297216 19799.99999999991 1.682591566076752e-12 593999.9883485901
0.006 0.0225100431722184 -3.1532341499909932e-06 0.02291067065779385 3.568931493409885e-05 0.005753669758068347 9943.160338375408 19799.999999999935 4.1975624365253594e-13 593999.9863661325
0.009000000000000001 0.02307399017872204 -2.6984611095741193e-06 0.023189142595296457 3.5543195731335845e-05 0.00586091351774402 9943.160346873872 19799.999999999924 5.47652201365878e-14 593999.9843842876
0.012 0.02336437927709923 -2.465733137252599e-06 0.023467863923625064 3.548890562878605e-05 0.005981218881956076 9943.160356067401 19799.99999999992 7.213431241215318e-13 593999.982403034
0.015 0.02365422992562395 -2.222871667430324e-06 0.023746762843983957 3.552708838770686e-05 0.0061120547049847524 9943.160366047496 19799.999999999887 -1.321338871651534e-13 593999.9804223693
0.018000000000000002 0.02394386053584233 -1.9733662127652886e-06 0.024025794586111027 3.5650353169529536e-05 0.006253683374530063 9943.160376844851 19799.99999999994 7.779540900365589e-14 593999.9784422964
0.021 0.024233377600007208 -1.7203582700537003e-06 0.02430493018387841 3.5847338990268884e-05 0.006406696671881146 9943.160388469767 19799.999999999916 -1.4533409198325131e-12 593999.976462829
0.024 0.024522817753315038 -1.4664494122088183e-06 0.02458415016313513 3.6105543210747916e-05 0.006571308064612085 9943.160400925557 19799.999999999945 -1.0918991405484135e-12 593999.9744839709
0.027 0.024812194895649318 -1.2136122496199127e-06 0.024863441022552488 3.6412913895079435e-05 0.006747310208190633 9943.160414213333 19799.999999999916 -4.994433686067445e-13 593999.9725057312
0.03 0.025101515719087548 -9.632960803626312e-07 0.025142793185722004 3.675866543583932e-05 0.006934202001469773 9943.160428333522 19799.999999999898 4.398426067808714e-13 593999.9705281206
0.033 0.025390784692899925 -7.165041386232377e-07 0.025422199832185993 3.713352059915324e-05 0.0071313173959476825 9943.160443286135 19799.99999999985 -1.0397186583910312e-12 593999.9685511515
0.036000000000000004 0.025680005657502798 -4.7392072526683627e-07 0.025701656087868216 3.752972037118177e-05 0.007337917624749153 9943.16045907125 19799.999999999825 -6.782040207209405e-13 593999.9665748344
0.039 0.025969182214337038 -2.359658283763671e-07 0.025981158574618583 3.794083589749261e-05 0.007553248843917094 9943.160475688832 19799.999999999913 -3.181205299185308e-13 593999.9645991775
0.042 0.02625831788930289 -2.9017856359581174e-09 0.026260704971578962 3.83616213220055e-05 0.007776575347620581 9943.160493138888 19799.99999999987 3.939244763717653e-13 593999.9626241932
0.045 0.026547416059335374 2.2516410071654907e-07 0.026540293773800863 3.878780197520406e-05 0.008007197346288394 9943.160511421442 19799.999999999894 6.677124131382328e-13 593999.9606498919
0.048 0.026836479969691678 4.4821948631647466e-07 0.02681992405432183 3.9215916835451495e-05 0.008244459498852146 9943.160530536405 19799.99999999993 2.472605453718302e-13 593999.9586762829
0.051000000000000004 0.02712551268893427 6.663315889476751e-07 0.02709959531302758 3.96431809400737e-05 0.008487754067786485 9943.160550483764 19799.99999999992 6.980770128617309e-13 593999.9567033779
0.054 0.027414517110914867 8.796324385778382e-07 0.027379307326325143 4.006734564781006e-05 0.008736521010842938 9943.160571263677 19799.999999999898 1.0666849348250906e-12 593999.9547311914
0.057 0.027703495924019144 1.0882805813141967e-06 0.02765906008302767 4.048662533552121e-05 0.008990246369978631 9943.160592876035 19799.999999999956 9.427736369360673e-13 593999.9527597344
0.06 0.0279924516446 1.292473768947821e-06 0.027938853676895525 4.08996122116424e-05 0.009248459755704597 9943.160615320878 19799.999999999894 2.0941534097096426e-12 593999.950789015
0.063 0.028281386583168314 1.4924332462069784e-06 0.02821868828502276 4.130519018853336e-05 0.009510731397725678 9943.160638598267 19799.999999999898 1.9841212006710407e-12 593999.9488190445
0.066 0.028570302883736853 1.6883739315414592e-06 0.028498564125810578 4.1702514852670176e-05 0.009776669041348532 9943.160662708258 19799.999999999967 1.0334337552375672e-12 593999.9468498351
0.069 0.028859202527975112 1.8805338059234317e-06 0.028778481409951377 4.20909437279354e-05 0.010045914855624791 9943.160687650849 19799.99999999995 1.1747269823558781e-12 593999.9448813979
0.07200000000000001 0.029148087321008855 2.069142508871234e-06 0.02905844035986396 4.247000323557209e-05 0.01031814245039738 9943.160713426107 19799.9999999999 6.283307207866073e-13 593999.9429137489
0.075 0.02943695894102323 2.254421627298181e-06 0.029338441173433257 4.28393668514843e-05 0.010593054057017836 9943.160740034024 19799.99999999996 7.876477248203173e-13 593999.9409468899
0.078 0.0297258189236371 2.4365912373594896e-06 0.029618484024736245 4.319882254356313e-05 0.010870377900695628 9943.160767474772 19799.99999999991 1.5030299053975238e-12 593999.938980839
0.081 0.030014668680171032 2.615860509700373e-06 0.02989856906208235 4.3548248857251684e-05 0.011149865775651467 9943.160795748307 19799.999999999945 8.508228843684407e-13 593999.9370156049
0.084 0.030303509509319374 2.792423509282415e-06 0.030178696416173028 4.3887611944295884e-05 0.011431290823462831 9943.160824854764 19799.999999999945 9.71368818714069e-13 593999.9350512029
0.08700000000000001 0.030592342616594343 2.966473886179023e-06 0.030458866179336817 4.421692794628727e-05 0.011714445508403434 9943.16085479419 19799.999999999873 1.7131678020643193e-12 593999.9330876408
0.09 0.030881169101025854 3.138180287673835e-06 0.03073907842937747 4.453626616277373e-05 0.011999139779643894 9943.160885566613 19799.999999999967 8.804415529972687e-13 593999.9311249292
