time dragvol liftvol dragbnd liftbnd div kin_energy mom0 mom1 angmom
0.01 0.012817032419281945 7.726647127137204e-09 0.012824047213905761 2.33710747109992e-06 0.00029928392308960146 9943.160235177911 19799.999999999945 -5.824681015287325e-14 593999.9999943322
0.02 0.013742753464441869 4.5381079513528396e-07 0.013747129913813272 -1.5300378690262885e-06 0.00034021425315898307 9943.160271143648 19800.000000000036 -5.2312321141556595e-14 593999.9999919933
0.03 0.015124088973437208 -8.098740413575394e-07 0.015124427320427292 -9.987834791817504e-07 0.0004339149495724267 9943.16031631023 19799.99999999993 -1.090291051886183e-13 593999.9999897939
0.04 0.016046796362432354 3.5201818226501773e-07 0.016047383391212335 5.004776904810241e-07 0.0005457201939124086 9943.160370673822 19800.00000000002 -4.3770542745846797e-14 593999.9999877028
0.05 0.016969262455208006 2.5810466562275095e-07 0.016969936687771102 2.718475049073501e-07 0.0006526654582668832 9943.160434236961 19800.0 5.053769902563232e-14 593999.9999857717
0.06 0.01789181211353785 5.689090981827468e-08 0.017892482325574683 -3.8902586198272024e-08 0.0007527742242048511 9943.160507001523 19800.000000000047 -9.426140423762774e-14 593999.9999840617
0.07 0.018814768225152875 6.2052114375488e-08 0.018815436632184376 -2.517546784669115e-08 0.0008460441567899142 9943.160588969802 19799.999999999975 -8.446181240843141e-14 593999.9999826138
0.08 0.019738153591251778 1.0914614637494198e-07 0.01973882699849061 5.1467902438263294e-08 0.0009328708470103161 9943.160680144347 19799.99999999999 -6.795615909186911e-14 593999.9999814751
0.09 0.020661928012008057 1.1912978742305495e-07 0.02066260148769115 7.082739173418568e-08 0.0010137410540277465 9943.160780527613 19800.00000000003 -9.442672474014105e-15 593999.9999806888
0.1 0.021586083756582882 1.129126709646654e-07 0.02158675373447766 6.477871015674431e-08 0.001089140657138699 9943.160890122219 19799.999999999953 4.78540818082962e-14 593999.99998029
0.11 0.022510619068015866 1.1130782503479309e-07 0.0225112859612715 6.504731559580023e-08 0.0011595973597940403 9943.16100893057 19799.999999999996 6.279698983036042e-15 593999.999980327
0.12 0.02343552114704564 1.1404091259362943e-07 0.023436186101841398 7.149003455548015e-08 0.001225669228501726 9943.161136955096 19800.000000000116 -4.8704096311524836e-14 593999.9999808482
0.13 0.024360772672798393 1.1652736027340785e-07 0.024361436373472746 7.730121057864182e-08 0.0012879266971328287 9943.16127419801 19799.999999999927 3.4083399622596156e-14 593999.9999818928
0.14 0.02528635734497296 1.1792289401639434e-07 0.02528702039211465 8.118510453945416e-08 0.0013469427075172263 9943.161420661416 19799.999999999996 -1.504579914704627e-13 593999.9999834938
0.15 0.026212259709723785 1.190476405067092e-07 0.026212922817306347 8.43952125595148e-08 0.0014032870621758901 9943.161576347213 19800.000000000055 -2.0344836926255994e-13 593999.9999856994
0.16 0.027138464294664894 1.201711971909766e-07 0.027139128194844393 8.743599741153963e-08 0.0014575208480142033 9943.161741257074 19799.999999999873 2.2022212883571896e-14 593999.9999885543
0.17 0.028064955691646472 1.2108306957555427e-07 0.028065621071399725 9.008958493118036e-08 0.0015101903788353407 9943.161915392826 19799.999999999913 -8.402364226481676e-14 593999.9999920848
0.18 0.02899171879252159 1.2162782731257346e-07 0.028992386300855617 9.218017490892365e-08 0.0015618211024391873 9943.162098755778 19799.99999999997 -1.4788691105049878e-13 593999.9999963421
